"X","Y","species","ID","diam1","status.x","diam2","status.y","growth","surv","size_class","n_con","n_het","BAc5","BAh5","BAc10","BAh10","BAc15","BAh15","BAc20","BAh20","gap","myc","shade","drought","waterlogging","diameter","count","habit","ph","tec","org","alt","tecat","camg","cations"
202,55.7,"LIST",7106,12.3,1,13,4,0.0875,1,"sap",1,5,0,3606.965,174.3662,7469.686,3385.867,14223.33,6115.628,37524.64,31.51001,"am",1.59,2.92,2.69,6.776471,289,"tree",6.128527,12.38961,8.020633,2.67355946605915,82.4949997144491,7.72399851260737,0.00417393571167703
202,58,"NYSY",7107,3.1,1,3.4,1,0.0375,1,"sap",0,5,0,0,0,8725.082,0,20058.69,0,41998.98,33.52154,"other",3.52,2,1.87,4.075186,403,"tree",6.201733,12.49419,8.001786,2.58493155367174,83.9550320350035,7.71686659683181,0.0105152552032964
202,93.9,"COFL",7164,9.9,1,11.1,1,0.15,1,"sap",0,4,0,1176.283,0,8779.267,0,23173.35,151.7468,38723.11,31.22801,"am",4.87,2.92,1.1,3.821149,2681,"shrub-tree",6.434441,13.52899,7.754708,2.32087639842202,88.9209285951038,7.49912503113356,0.0412383474028996
202,193.6,"COFL",7434,6.9,1,7.4,1,0.0625,1,"sap",0,3,0,1921.791,0,12291.18,0,22733.66,153.938,34307.37,18.21743,"am",4.87,2.92,1.1,3.821149,2681,"shrub-tree",6.159824,11.80932,7.559044,1.59916916048359,85.6436718983569,6.08569998424707,0.0188176793507617
202.3,151,"NYSY",7322,9.2,1,10,1,0.1,1,"sap",0,3,0,1466.629,0,9416.853,0,23697.17,0,36733.43,24.59982,"other",3.52,2,1.87,4.075186,403,"tree",5.971943,11.96689,7.553281,3.1772878275067,81.4227359622928,6.79884591942863,0.00642218265148109
202.4,129.9,"CACR",7284,2.1,1,2.7,1,0.075,1,"seed",1,0,48.66327,2941.026,60.00442,8446.949,68.0469,25748.12,205.6251,42048.01,26.74438,"ecm",4.58,2.02,2.3,3.496869,543,"shrub-tree",5.748925,12.66148,7.600552,3.18964609078602,74.6562696363474,7.10171256912241,-0.0179692690510138
202.5,45.9,"ACRU",7078,2.9,1,3.9,1,0.125,1,"sap",3,2,0,905.1321,369.8361,9560.44,1003.307,17249.14,1003.307,37326.13,23.93771,"am",3.44,1.84,3.08,3.795745,1927,"tree",5.822204,11.9847,8.10769,3.10015850765661,76.250496886492,7.74703920902147,-0.0217553854204572
202.5,129.4,"CACR",7286,2.9,1,4.5,1,0.2,1,"sap",3,1,0,2780.702,0,9199.989,0,24952.45,0,40716.99,26.63433,"ecm",4.58,2.02,2.3,3.496869,543,"shrub-tree",5.751262,12.67957,7.602392,3.18268826469015,74.6680391902805,7.10891609137294,-0.0178593620136358
202.5,129.4,"CACR",7285,2.5,1,3.6,1,0.1375,1,"seed",1,1,48.66327,2833.512,60.00442,9487.571,68.0469,25687.59,218.1915,41933.02,26.63433,"ecm",4.58,2.02,2.3,3.496869,543,"shrub-tree",5.751262,12.67957,7.602392,3.18268826469015,74.6680391902805,7.10891609137294,-0.0178593620136358
202.6,200.5,"COFL",7435,2.5,1,3.1,1,0.075,1,"seed",1,0,25.7375,2875.115,89.0563,10133.19,333.0402,20190.44,531.5261,39356.8,19.09018,"am",4.87,2.92,1.1,3.821149,2681,"shrub-tree",6.180788,11.8847,7.57337,1.28873280298268,85.6625460945728,5.96698720632889,0.0225842892347189
202.8,39.1,"LITU",7079,2.2,1,2.6,1,0.05,1,"seed",1,1,174.3662,2541.439,2330.881,7166.02,4646.07,18628.44,9480.306,28142.89,20.97901,"am",2.07,2.6,1.3,6.188298,94,"tree",5.731656,11.74443,8.171685,3.4346087019444,74.5566686100815,7.75358081403551,-0.0309165394247451
202.8,39.4,"LITU",7080,2.1,1,2.7,1,0.075,1,"seed",1,1,174.3662,2541.439,2341.633,7166.02,4646.07,18645.06,9480.306,28109.9,21.0679,"am",2.07,2.6,1.3,6.188298,94,"tree",5.734491,11.75463,8.168874,3.41922925890889,74.6091040928685,7.75350713000061,-0.0306045544677607
202.8,211.9,"CECA",7473,2.7,1,NA,2,NA,0,"sap",0,4,0,191.1345,0,11812.03,0,26877.82,0,39533.61,20.22004,"am",3,4.05,1.31,2.754654,924,"shrub-tree",6.239925,12.02855,7.603551,0.849195885812369,86.487564040374,5.76388265723151,0.030753333543992
202.9,57.3,"OXAR",7109,3.2,1,2.7,1,-0.0625,1,"sap",1,5,0,0,0,8725.082,518.7476,19033.11,518.7476,43465.33,34.53131,"eric",2.7,3,1.12,5.112033,482,"shrub-tree",6.160974,12.49877,8.012283,2.5801996146458,83.1662249467803,7.72322353525767,0.00788251848462891
202.9,57.3,"OXAR",7110,3.5,1,4.7,1,0.15,1,"sap",1,5,0,0,0,8725.082,518.7476,19033.11,518.7476,43465.33,34.53131,"eric",2.7,3,1.12,5.112033,482,"shrub-tree",6.160974,12.49877,8.012283,2.5801996146458,83.1662249467803,7.72322353525767,0.00788251848462891
203,50,"ACRU",7111,4.2,1,5.4,1,0.15,1,"sap",4,1,0,3861.709,369.8361,10356.86,1003.307,15719.34,1003.307,34153.92,27.30126,"am",3.44,1.84,3.08,3.795745,1927,"tree",5.908664,12.17851,8.074394,2.8866635348709,77.9360211482415,7.74241872655329,-0.0136262098938883
203,159.1,"JUVI",7325,4.6,1,5.8,1,0.15,1,"sap",1,1,0,2792.522,0,8201.332,0,18627.22,0,35423.13,24.43657,"am",1.28,4.65,1.19,3.837329,659,"tree",6.037451,11.77359,7.545706,3.00551931600747,83.2451208402226,6.67665566261669,0.0124985584526872
203.1,67.9,"ACRU",7140,9.9,1,10.8,1,0.1125,1,"sap",0,0,0,5146.824,0,9335.313,0,22787.9,770.9861,43637.83,39.54951,"am",3.44,1.84,3.08,3.795745,1927,"tree",6.332933,12.96808,7.930295,2.25770233383929,86.1597867554124,7.68180198626331,0.0263162415969952
203.1,88.1,"LITU",7166,11.8,1,12.2,1,0.05,1,"sap",0,2,4079.711,0,5052.859,3477.72,9517.439,13890.56,13579.64,28860.02,33.70417,"am",2.07,2.6,1.3,6.188298,94,"tree",6.336103,13.52152,7.793436,2.19713091342348,86.2152295516138,7.5530429864771,0.0342566368997571
203.1,110.1,"JUVI",7209,4.4,1,5.6,1,0.15,1,"sap",2,6,0,4055.631,0,8114.106,0,21827.87,0,41828.86,25.43567,"am",1.28,4.65,1.19,3.837329,659,"tree",6.353406,13.33262,7.677286,2.72419854243055,87.7984638684284,7.34563714011627,0.0343224372103238
203.1,120.5,"ACRU",7254,4.1,1,5,1,0.1125,1,"sap",1,1,702.1538,2059.628,860.5215,7172.523,1076.946,16527.85,1546.905,34201.02,25.38992,"am",3.44,1.84,3.08,3.795745,1927,"tree",6.002814,13.00731,7.63459,3.00616631354575,80.0237355915572,7.22544748984896,0.00316878888659358
203.1,156.6,"JUVI",7326,4.8,1,6.5,1,0.2125,1,"sap",1,2,0,3186.604,0,7932.655,0,19298.45,0,36995.32,24.5954,"am",1.28,4.65,1.19,3.837329,659,"tree",6.021759,11.81714,7.548332,3.07066515076612,82.8031772299845,6.71685471747448,0.0113031322836026
203.2,140.6,"LIST",7287,9.7,1,NA,2,NA,0,"sap",0,4,0,363.0503,141.0261,13305.22,549.3075,24211.82,2090.644,39274.63,26.24085,"am",1.59,2.92,2.69,6.776471,289,"tree",5.809991,12.26181,7.574927,3.2706396034772,77.1486769995886,6.95857010664088,-0.00892095324794589
203.2,176.1,"COFL",7397,3.2,1,3.7,1,0.0625,1,"sap",3,5,0,330.0636,0,7827.726,0,18383.7,0,37220.18,24.34809,"am",4.87,2.92,1.1,3.821149,2681,"shrub-tree",5.990722,11.63483,7.542244,2.38519745586161,82.5223455360711,6.39759703411322,0.00237252816936884
203.3,120.5,"ACRU",7256,4.1,1,4.4,1,0.0375,1,"sap",1,1,702.1538,2059.628,860.5215,6412.878,1076.946,16527.85,1251.312,34627.4,25.34483,"am",3.44,1.84,3.08,3.795745,1927,"tree",6.001004,13.00785,7.635305,3.00559259054986,79.9969942044628,7.22657185369148,0.003105043649411
203.4,61,"JUVI",7112,2,1,2.9,1,0.1125,1,"seed",0,0,0,2374.29,0,10637.56,27.29259,26405.44,33.01814,45522.41,38.82826,"am",1.28,4.65,1.19,3.837329,659,"tree",6.253642,12.68478,7.98509,2.43201420528596,85.0475297830045,7.71272893885199,0.0170085495466135
203.4,184.3,"COFL",7398,3.8,1,5.4,1,0.2,1,"sap",0,3,0,2557.453,0,4880.645,0,24346.54,0,38024.42,20.40162,"am",4.87,2.92,1.1,3.821149,2681,"shrub-tree",6.045454,11.66865,7.548348,2.01222080189703,83.6253001601514,6.25796324314238,0.00706136548622732
203.5,67.7,"ACRU",7141,2.1,1,3.1,1,0.125,1,"seed",0,1,76.97687,5152.982,76.97687,9551.251,566.1229,21127.49,665.2951,44920.24,40.78766,"am",3.44,1.84,3.08,3.795745,1927,"tree",6.324076,12.97457,7.933838,2.24808214485578,86.0444192186408,7.68462587073748,0.0258650525549178
203.6,80.3,"CECA",7167,2.1,1,3.5,6,0.175,1,"seed",0,0,0,4149.313,16.33628,8310.62,34.85597,20326.4,48.624,42706.04,35.70852,"am",3,4.05,1.31,2.754654,924,"shrub-tree",6.19901,13.39665,7.845288,2.12232670206961,82.5676549367525,7.61251200872033,0.0225984233781406
203.6,83.8,"ACRU",7168,3.4,1,4.4,6,0.125,1,"sap",0,3,0,3242.666,0,6227.948,0,19275.81,3605.276,36584,35.01086,"am",3.44,1.84,3.08,3.795745,1927,"tree",6.24161,13.47176,7.822511,2.13811761329244,83.7297713952786,7.58807195321945,0.0267295376580001
203.6,128.7,"COFL",7288,8.2,1,8.5,1,0.0375,1,"sap",0,5,0,648.8096,0,7458.243,0,22530.97,0,39978.37,26.07549,"am",4.87,2.92,1.1,3.821149,2681,"shrub-tree",5.741595,12.70019,7.608195,3.17424702996715,74.4156347445121,7.12448111551476,-0.0184924925742049
203.6,204.4,"COFL",7438,5.1,1,5.6,1,0.0625,1,"sap",0,3,0,2058.89,0,8607.909,0,24125.93,0,37750.45,19.58505,"am",4.87,2.92,1.1,3.821149,2681,"shrub-tree",6.160981,11.92178,7.583578,1.10464877223058,85.0938791657885,5.90383335240852,0.0218585298707428
203.7,24.8,"COFL",7052,2.1,1,3.3,1,0.15,1,"seed",0,0,0,14.52201,129.0174,10488.69,523.782,23290.43,1158.682,34283.12,23.31245,"am",4.87,2.92,1.1,3.821149,2681,"shrub-tree",5.748966,11.42768,8.31795,4.09689893400463,75.2721514966468,7.74362045533747,-0.0271201336393128
203.7,136.3,"FAGR",7290,2,1,3.1,1,0.1375,1,"seed",0,0,5.309292,828.9092,118.4066,11777.62,1557.57,23675.49,1600.579,41932.05,26.64925,"ecm",4.75,1.5,1.5,4.154795,146,"tree",5.760626,12.40925,7.586815,3.26095655474823,75.6179635760439,7.02228821508507,-0.0145496375717677
203.7,136.3,"JUVI",7289,2.8,1,3.8,1,0.125,1,"sap",0,5,0,603.5785,0,11403.83,0,24293.41,0,42139.19,26.64925,"am",1.28,4.65,1.19,3.837329,659,"tree",5.760626,12.40925,7.586815,3.26095655474823,75.6179635760439,7.02228821508507,-0.0145496375717677
203.8,53.3,"ACRU",7113,9.1,1,NA,2,NA,0,"sap",2,4,0,3237.128,369.8361,7719.066,369.8361,15764.88,1003.307,43661.9,31.43039,"am",3.44,1.84,3.08,3.795745,1927,"tree",6.003779,12.35757,8.050538,2.71065624509953,79.9132398078984,7.73849086972592,-0.00491378199935446
203.9,53.4,"ACRU",7114,6.7,1,8.2,6,0.1875,1,"sap",2,6,0,3237.128,369.8361,7719.066,369.8361,15764.88,1003.307,43661.9,31.65976,"am",3.44,1.84,3.08,3.795745,1927,"tree",6.005264,12.36631,8.050246,2.70275406662757,79.9448210118768,7.73867098012361,-0.00470804110898963
203.9,159.4,"OXAR",7327,3.5,1,5.7,1,0.275,1,"sap",0,3,0,2172.364,0,8452.981,0,16809.84,459.9606,35403.81,24.89922,"eric",2.7,3,1.12,5.112033,482,"shrub-tree",6.023607,11.74022,7.547627,3.00293977003223,83.0229128546455,6.67741573968876,0.0117237511286627
204,44.3,"COFL",7081,3,1,4,1,0.125,1,"sap",0,2,0,2908.094,0,9560.44,128.6796,20576.73,128.6796,34250.29,23.51945,"am",4.87,2.92,1.1,3.821149,2681,"shrub-tree",5.761698,11.98957,8.130691,3.12920955025885,74.946213339628,7.75525322146782,-0.0263592203575827
204,198.9,"NYSY",7439,5.4,1,5.3,1,-0.0125,1,"sap",0,3,0,2108.551,0,13668.5,0,19317.19,0,39947.97,19.00513,"other",3.52,2,1.87,4.075186,403,"tree",6.136787,11.83214,7.571571,1.32915183209449,84.9403832868547,6.00470746919244,0.0177652480254746
204,203.3,"LITU",7440,2,1,2.1,1,0.0125,1,"seed",0,0,3183.611,649.2337,4457.724,4573.114,9957.788,15342.95,16042.96,21997.86,19.4938,"am",2.07,2.6,1.3,6.188298,94,"tree",6.146438,11.89874,7.581338,1.13995065092171,84.8659903591379,5.92614743514597,0.0201349673412077
204.1,45.4,"COFL",7082,2.3,1,NA,2,NA,0,"seed",1,1,7.068583,2935.159,90.23439,9971.368,344.8055,18935.16,687.6082,36199.91,24.25751,"am",4.87,2.92,1.1,3.821149,2681,"shrub-tree",5.772296,12.03733,8.121325,3.07050770273459,75.1095474476485,7.75442360417208,-0.0250941399629625
204.1,185.1,"CECA",7399,5.9,1,4.2,1,-0.2125,1,"sap",0,3,0,433.7361,0,4880.645,0,24475.41,0,38024.42,20.29275,"am",3,4.05,1.31,2.754654,924,"shrub-tree",6.041361,11.65223,7.550328,1.96954953670653,83.5638609774982,6.2485443261401,0.00656733760644197
204.3,112.2,"ACRU",7257,2.5,1,2.5,1,0,1,"seed",0,0,168.5464,1955.555,931.1052,7542.202,1328.799,18319.23,1620.795,39174.56,25.25802,"am",3.44,1.84,3.08,3.795745,1927,"tree",6.3001,13.28755,7.67267,2.77335289286521,86.7210279799431,7.3289662009203,0.0304840109290064
204.6,112.4,"ACRU",7259,3.6,1,4,1,0.05,1,"sap",0,5,158.3677,1886.361,860.5215,7284.285,1076.946,18357.75,1251.312,37607.92,25.26247,"am",3.44,1.84,3.08,3.795745,1927,"tree",6.293759,13.28464,7.672976,2.776216197363,86.6070813650325,7.32833775376373,0.0301192009164489
204.6,143,"ACRU",7293,2.2,1,2.4,1,0.025,1,"seed",0,2,0,3294.706,0,13386.19,31.17245,24946.48,387.5861,45578.67,26.24879,"am",3.44,1.84,3.08,3.795745,1927,"tree",5.820329,12.1549,7.573902,3.27419224227346,77.5900452851194,6.93210880827363,-0.00683918770822695
204.7,178.6,"COFL",7400,2.3,1,2.7,1,0.05,1,"seed",1,0,179.1729,354.6937,294.4222,9779.267,483.7267,19904.26,724.7104,37840.37,25.08266,"am",4.87,2.92,1.1,3.821149,2681,"shrub-tree",5.9799,11.58772,7.546279,2.27018548898618,82.3285744780667,6.36446015251386,0.000957553838788885
204.7,234.9,"COFL",7511,3.3,1,3.5,1,0.025,1,"sap",1,2,0,1949.374,0,13071.1,0,19750.09,0,47443.44,21.03746,"am",4.87,2.92,1.1,3.821149,2681,"shrub-tree",6.41845,12.18566,7.692703,0.233523273127458,89.909125714862,5.36452640180303,0.0449947562835973
204.8,96.3,"QURU",7211,2.2,1,3.1,1,0.1125,1,"seed",0,1,0,3724.837,0,10248.13,1219.221,25507.59,1219.221,35048.75,30.89738,"ecm",2.75,2.88,1.12,3.004444,45,"tree",6.407535,13.58557,7.753488,2.31385401199868,88.878401664552,7.49225864399907,0.0398818783590926
204.8,176,"COFL",7355,2,1,NA,3,NA,0,"seed",1,0,179.1729,354.6937,309.8788,12063.1,454.5021,20401.37,668.2482,42982.6,25.62908,"am",4.87,2.92,1.1,3.821149,2681,"shrub-tree",5.968145,11.57734,7.545329,2.3875014591312,82.0855437051902,6.40937229505431,0.000153232577547206
204.8,178.5,"COFL",7401,3.8,1,4.2,1,0.05,1,"sap",3,1,0,330.0636,0,9538.04,0,19283.89,0,38986.45,25.19927,"am",4.87,2.92,1.1,3.821149,2681,"shrub-tree",5.977902,11.58377,7.546419,2.27443583999558,82.2892618943716,6.36679578338829,0.000768555160328116
204.9,32.5,"COFL",7084,6.6,1,NA,2,NA,0,"sap",0,2,0,0,0,10958.56,128.6796,21042.98,128.6796,37070.93,20.79934,"am",4.87,2.92,1.1,3.821149,2681,"shrub-tree",5.672127,11.64837,8.247825,3.70286159419196,73.3707097580163,7.75967495821255,-0.0361809908997842
204.9,91.6,"CECA",7170,2,1,4,1,0.25,1,"seed",0,0,0,623.5433,0,9570.297,10.17876,23740.38,40.58152,40392.48,33.49937,"am",3,4.05,1.31,2.754654,924,"shrub-tree",6.352129,13.59221,7.780734,2.20837854662368,87.2012689186379,7.53360720389639,0.0358811497418655
204.9,127.9,"JUVI",7260,2.3,1,3.6,1,0.1625,1,"seed",0,1,0,762.2289,6.157522,9955.369,32.90033,19919.57,93.3053,40258.76,25.61221,"am",1.28,4.65,1.19,3.837329,659,"tree",5.730548,12.72597,7.615207,3.1612411232932,74.1350294896809,7.1422569653243,-0.0192201280065714
204.9,134.8,"CACR",7294,3.8,1,5.3,1,0.1875,1,"sap",0,3,0,2406.507,0,9728.703,0,27077.75,0,40410.6,26.35172,"ecm",4.58,2.02,2.3,3.496869,543,"shrub-tree",5.738036,12.45291,7.594653,3.25426796964343,74.9803551809949,7.04992775848431,-0.0167110481000245
205,178.4,"COFL",7402,9.2,1,9.6,1,0.05,1,"sap",3,1,0,330.0636,0,9538.04,0,19283.89,0,38986.45,25.40003,"am",4.87,2.92,1.1,3.821149,2681,"shrub-tree",5.974498,11.57625,7.546758,2.27835143752862,82.2227240985959,6.36975406850797,0.000438819624597277
205.1,205.1,"CECA",7443,2.8,1,3.3,1,0.0625,1,"sap",0,3,0,2058.89,0,8242.11,0,24409.46,0,36837.62,19.73615,"am",3,4.05,1.31,2.754654,924,"shrub-tree",6.114504,11.9081,7.586951,1.03746490777617,84.1702985021883,5.90107559966232,0.017654025291879
205.2,189.9,"LIST",7403,11,1,11.8,1,0.1,1,"sap",0,7,0,206.1199,134.7822,8792.972,134.7822,21564.39,872.8915,37735.44,18.74036,"am",1.59,2.92,2.69,6.776471,289,"tree",6.060507,11.67008,7.557906,1.72899438202657,83.9941946459339,6.17165384088083,0.00800564304913559
205.6,47.8,"ACRU",7086,2.4,1,3,6,0.075,1,"seed",0,2,20.45962,649.4693,536.2385,10169.3,604.733,17736.14,1269.164,32613.3,26.78436,"am",3.44,1.84,3.08,3.795745,1927,"tree",5.769144,12.20423,8.108583,2.89762415956489,74.8429993475816,7.75714719168071,-0.0237899967255528
205.6,140.5,"NYSY",7295,5.8,1,6.2,1,0.05,1,"sap",0,3,0,3842.058,0,8388.736,0,24440.79,0,43883.75,26.67064,"other",3.52,2,1.87,4.075186,403,"tree",5.785954,12.22706,7.582538,3.28315851240877,76.6289533012642,6.97394246705458,-0.0103385551304606
205.7,233.7,"COFL",7514,2,1,2.7,1,0.0875,1,"seed",2,0,13.86228,1687.687,133.0464,15595.27,304.1769,23099.77,436.163,50407.75,20.30119,"am",4.87,2.92,1.1,3.821149,2681,"shrub-tree",6.403399,12.20657,7.687478,0.196323927084887,89.6547964765295,5.3924318489625,0.0442145978747938
205.8,108.1,"JUVI",7212,3.2,1,4.6,6,0.175,1,"sap",2,2,0,3708.187,0,12633.33,0,25357.75,0,39928.45,26.11828,"am",1.28,4.65,1.19,3.837329,659,"tree",6.361283,13.41777,7.697349,2.63074843019067,88.2382331309316,7.38143248577529,0.0365258288597207
205.9,57.9,"LIST",7116,9.7,1,10.8,1,0.1375,1,"sap",1,4,0,973.1397,0,8550.716,2645.229,19776.66,5652,37978.88,40.40014,"am",1.59,2.92,2.69,6.776471,289,"tree",6.129021,12.65117,8.023826,2.44672288849423,82.6694986864742,7.73428567383788,0.00791060679643956
205.9,176,"ACRU",7404,5.6,1,6.4,1,0.1,1,"sap",0,7,0,330.0636,0,11830.24,0,18512.86,0,41657.53,26.50764,"am",3.44,1.84,3.08,3.795745,1927,"tree",5.951861,11.53783,7.547604,2.38517102469831,81.766488802425,6.41617182177513,-0.00148988249137014
206,28.8,"COFL",7055,2.5,1,3.9,1,0.175,1,"seed",0,0,34.21194,2541.658,316.4526,11139.66,484.2608,20706.46,1082.349,38159.58,22.28501,"am",4.87,2.92,1.1,3.821149,2681,"shrub-tree",5.694302,11.61676,8.291695,3.84708598713134,73.9568535147859,7.75925451647449,-0.0325846839142269
206.1,66.6,"LITU",7143,2.1,1,NA,3,NA,0,"seed",0,1,736.7742,3242.807,846.887,5793.537,1680.516,19734.68,8009.852,38008.9,48.59039,"am",2.07,2.6,1.3,6.188298,94,"tree",6.279112,13.0279,7.955848,2.17673735504513,85.5574477281931,7.70137311724637,0.0240323709057793
206.1,142.8,"COFL",7296,2.1,1,2.1,1,0,1,"seed",0,2,0,3191.787,9.079203,12319.87,237.3473,24670.65,471.0504,49171.55,26.77812,"am",4.87,2.92,1.1,3.821149,2681,"shrub-tree",5.801452,12.13533,7.57896,3.28201109361302,77.1658007498319,6.94363697538211,-0.00804429420902298
206.1,227,"COFL",7515,5,1,5.4,1,0.05,1,"sap",0,1,0,1940.004,0,7807.439,0,29785.01,0,39477.17,20.49684,"am",4.87,2.92,1.1,3.821149,2681,"shrub-tree",6.358306,12.18395,7.659064,0.296987420267367,88.9662340244557,5.51449665391521,0.0425866904439449
206.2,162.7,"LITU",7359,2.5,1,NA,2,NA,0,"seed",0,1,240.5282,3839.395,240.5282,8575.951,440.467,16033.75,3231.489,35846.67,26.24185,"am",2.07,2.6,1.3,6.188298,94,"tree",5.991865,11.61397,7.550825,2.91324694236691,82.5611961209064,6.63834489355823,0.00853776020619225
206.3,46.6,"COFL",7087,2,1,NA,3,NA,0,"seed",1,1,14.13717,936.3438,233.6245,10157.36,472.3777,19832.95,691.8887,36780.58,25.89128,"am",4.87,2.92,1.1,3.821149,2681,"shrub-tree",5.731451,12.18928,8.123443,2.9300425811176,74.0567211401265,7.76165855218712,-0.0268640996224774
206.3,186.7,"MORU",7405,2,1,2.7,1,0.0875,1,"seed",0,1,0,797.7368,6.157522,10981.51,30.70121,26269.82,36.01051,39899.04,20.51149,"am",2.34,2.88,1.57,2.919271,192,"tree",6.017285,11.59522,7.55588,1.8726773054009,83.1484985823424,6.23454133378484,0.0039625388910422
206.4,136.8,"FAGR",7297,2.6,1,3.8,1,0.15,1,"sap",0,4,0,2406.507,0,9519.411,1372.279,26165.68,2301.688,38459.25,26.52282,"ecm",4.75,1.5,1.5,4.154795,146,"tree",5.750123,12.35803,7.594301,3.27287371170173,75.5082230444844,7.03066673379522,-0.0146535978083502
206.5,107.9,"JUVI",7214,3.5,1,4.5,6,0.125,1,"sap",2,2,0,4396.321,0,12293.53,0,24338.74,0,40425.68,26.31109,"am",1.28,4.65,1.19,3.837329,659,"tree",6.35672,13.43236,7.701238,2.61361031687874,88.211591765481,7.38710552458143,0.0364540073304059
206.5,117.6,"JUVI",7262,2.3,1,4.3,1,0.25,1,"seed",0,0,9.079203,2004.242,49.99059,7408.339,80.29125,17434.33,131.6799,38961.66,25.1709,"am",1.28,4.65,1.19,3.837329,659,"tree",6.098131,13.12687,7.658629,2.90990996140231,82.4340867837908,7.27865432765553,0.0131416794851959
206.5,132.1,"CACR",7299,2.4,1,3.7,1,0.1625,1,"seed",1,0,17.94635,814.67,60.00442,9628.699,68.0469,24038.24,68.0469,45387.75,25.81566,"ecm",4.58,2.02,2.3,3.496869,543,"shrub-tree",5.706554,12.54733,7.607788,3.22649335215717,74.0360774454767,7.09553108253032,-0.0199201526802727
206.5,132.1,"CACR",7298,2.5,1,3.2,1,0.0875,1,"seed",1,0,17.94635,814.67,60.00442,9628.699,68.0469,24038.24,68.0469,45387.75,25.81566,"ecm",4.58,2.02,2.3,3.496869,543,"shrub-tree",5.706554,12.54733,7.607788,3.22649335215717,74.0360774454767,7.09553108253032,-0.0199201526802727
206.5,199.6,"COFL",7445,2.6,1,NA,2,NA,0,"sap",0,3,0,3441.717,0,12049.25,0,17632.53,0,35221.02,19.28987,"am",4.87,2.92,1.1,3.821149,2681,"shrub-tree",6.07457,11.78533,7.576354,1.24582837734992,83.7103308662308,6.00827280712712,0.0118933441835524
206.5,213,"COFL",7477,5.6,1,NA,2,NA,0,"sap",1,1,0,4077.324,0,12394.86,0,23848.95,0,40453.44,20.38054,"am",4.87,2.92,1.1,3.821149,2681,"shrub-tree",6.162946,12.01912,7.610138,0.687270974367345,85.0065680769619,5.76833558914079,0.0236222289942261
206.6,93.2,"JUVI",7172,5.1,1,5.6,1,0.0625,1,"sap",4,2,0,394.0814,0,13267.69,0,23105.64,0,36752.07,33.32962,"am",1.28,4.65,1.19,3.837329,659,"tree",6.349443,13.63508,7.779257,2.19669475776763,87.540938092992,7.52830391213513,0.0360872114200805
206.7,147.4,"ULAM",7331,3.1,1,NA,2,NA,0,"sap",0,2,0,1256.637,0,11097.04,0,24281.57,0,43205.33,26.85611,"am",3.14,2.92,2.46,3.494595,74,"tree",5.862125,11.96665,7.571603,3.25333927023646,78.8550884187302,6.87931406538988,-0.00228074969949316
206.7,193.6,"NYSY",7447,4.3,1,4.5,1,0.025,1,"sap",0,7,0,3020.398,0,10897.73,0,21244.2,0,38192.77,18.8404,"other",3.52,2,1.87,4.075186,403,"tree",6.050962,11.67821,7.565804,1.52808503527338,83.7542350993384,6.11594480128771,0.00720738764206085
206.8,58.9,"COFL",7117,2.2,1,2.8,1,0.075,1,"seed",1,0,0,1072.249,74.05519,8107.948,174.8139,22443.65,863.561,44483.81,43.31307,"am",4.87,2.92,1.1,3.821149,2681,"shrub-tree",6.148783,12.73332,8.020688,2.37460324060412,83.1666092058252,7.73471427045948,0.0105678631740879
206.8,61.6,"COFL",7118,2,1,3.7,1,0.2125,1,"seed",1,1,0,1959.443,68.37676,6858.411,181.6233,25430.16,695.2973,43761.22,46.90993,"am",4.87,2.92,1.1,3.821149,2681,"shrub-tree",6.21927,12.84903,7.998825,2.28417130005344,84.6916141345962,7.72513580268354,0.0176107241315881
206.8,97,"JUVI",7215,2.1,1,2.8,1,0.0875,1,"seed",1,1,82.53749,4813.046,117.2678,11825.81,226.768,23975.72,259.6919,42462.81,31.06714,"am",1.28,4.65,1.19,3.837329,659,"tree",6.38729,13.62355,7.758626,2.28440135631973,88.7479598845095,7.49574493316906,0.0389033045312899
206.8,235,"COFL",7517,2,1,2.6,1,0.075,1,"seed",2,1,13.86228,1456.866,123.4253,15658.89,154.2836,22220.11,466.6993,48680.49,19.38779,"am",4.87,2.92,1.1,3.821149,2681,"shrub-tree",6.40268,12.23085,7.693754,0.1188813662648,89.6143940182481,5.37656799147923,0.0436982341754186
206.9,38.6,"COFL",7088,2.5,1,NA,3,NA,0,"seed",0,0,0,2347.131,248.6021,8682.011,548.0901,22030.83,784.9583,39823.4,21.2636,"am",4.87,2.92,1.1,3.821149,2681,"shrub-tree",5.686464,11.9285,8.201134,3.31946383585375,73.5577870164036,7.76960779381568,-0.0332281509884327
206.9,150.2,"FAGR",7332,8,1,9.4,1,0.175,1,"sap",0,4,0,1198.329,0,10953.95,0,22148.1,1623.929,41827.47,26.84721,"ecm",4.75,1.5,1.5,4.154795,146,"tree",5.902577,11.875,7.567331,3.21872297090637,79.9431614166118,6.83831867528444,0.00120866307938584
207,183.3,"FAGR",7407,2.1,1,3.5,1,0.175,1,"seed",0,1,0,771.85,0,7245.11,544.2024,22745.55,544.2024,45563.88,24.17414,"ecm",4.75,1.5,1.5,4.154795,146,"tree",5.981628,11.53653,7.553971,2.03361791477769,82.410602774766,6.29788558783953,0.000763147053897925
