"X","Y","species","ID","diam1","status.x","diam2","status.y","growth","surv","size_class","n_con","n_het","BAc5","BAh5","BAc10","BAh10","BAc15","BAh15","BAc20","BAh20","gap","myc","shade","drought","waterlogging","diameter","count","habit","ph","tec","org","alt","tecat","camg","cations"
78.8,80.5,"JUVI",2805,2.3,1,3,1,0.0875,1,"seed",0,0,5.725553,1808.638,31.14104,6034.316,36.45033,21057.65,42.60785,39120.45,26.33663,"am",1.28,4.65,1.19,3.837329,659,"tree",6.308186,12.42759,7.924954,0.319965625129015,89.0679839153691,6.33733000390597,0.024873465980192
78.8,195.9,"CACR",3078,2.4,1,4.3,1,0.2375,1,"seed",0,0,92.85762,6342.404,236.6169,12134.04,527.387,22690.98,934.5139,40623.03,28.93364,"ecm",4.58,2.02,2.3,3.496869,543,"shrub-tree",5.695866,9.580738,8.057696,0.809204286561014,74.7732961441562,4.9382632589987,-0.0270770787800307
78.9,21.8,"ACRU",2664,2.3,1,3.2,1,0.1125,1,"seed",0,0,196.0668,5517.548,274.0097,13048.89,413.7399,29230.57,452.2244,39730.03,27.44641,"am",3.44,1.84,3.08,3.795745,1927,"tree",5.855679,12.37342,8.221432,1.38466357119219,76.5388190950728,6.54207539577828,-0.0147732742906173
78.9,56.8,"ACRU",2727,3.1,1,3.7,1,0.075,1,"sap",0,3,0,2793.858,0,6250.285,0,24928.26,0,42335.68,24.82024,"am",3.44,1.84,3.08,3.795745,1927,"tree",6.235023,12.45955,8.015737,0.528526817167808,87.5869816033828,6.47418712772665,0.0213360639076006
78.9,234.7,"MORU",3175,2.7,1,NA,3,NA,0,"sap",1,6,0,352.9894,0,6048.846,0,21387.99,0,44087.08,34.94517,"am",2.34,2.88,1.57,2.919271,192,"tree",5.167594,8.151217,8.312229,1.73672715798186,60.4404930565124,4.37105210287014,-0.0801625131886968
79,73.6,"COFL",2770,4.9,1,5.1,1,0.025,1,"sap",1,8,0,2254.344,0,8613.03,0,15169.83,0,43852.55,26.65803,"am",4.87,2.92,1.1,3.821149,2681,"shrub-tree",6.28631,12.46194,7.946295,0.354274733452337,88.7048354138583,6.38654367183582,0.0245096430384252
79,89.1,"QUAL",2806,11.1,1,NA,6,NA,1,"sap",0,5,589.6455,1218.105,589.6455,9841.534,3230.924,13311.05,7129.79,30353.86,24.33863,"ecm",2.85,3.56,1.43,7.020213,282,"tree",6.376901,12.33741,7.900425,0.346863213666287,90.0541689205223,6.27400156526743,0.0313015316734099
79,147.2,"QUAL",2962,10.8,1,11,1,0.025,1,"sap",0,1,1622.106,0,1828.226,6417.779,2385.168,19998.2,5274.436,34124.59,24.35786,"ecm",2.85,3.56,1.43,7.020213,282,"tree",6.063884,10.92452,7.882919,0.694641074780395,83.3993403272522,5.63612885341931,0.00479258795021042
79,174.3,"ACRU",2993,2.6,1,4.2,1,0.2,1,"sap",1,1,0,3205.32,437.4354,10536.12,686.2809,24105.64,686.2809,43983.43,25.71531,"am",3.44,1.84,3.08,3.795745,1927,"tree",6.098021,10.24982,7.95838,0.696013990179768,84.173859420069,5.257878987521,0.00453948759592351
79.1,73.8,"COFL",2771,6.9,1,7.2,1,0.0375,1,"sap",1,8,0,2254.344,0,8613.03,0,15169.83,0,42042.99,26.64314,"am",4.87,2.92,1.1,3.821149,2681,"shrub-tree",6.287252,12.45957,7.945017,0.360295277747428,88.7204666810725,6.38658390245278,0.0244699398509198
79.1,214.5,"COFL",3130,4.7,1,4.9,6,0.025,1,"sap",3,1,0,1954.825,0,9093.89,0,30045.1,126.6769,42632.17,37.13617,"am",4.87,2.92,1.1,3.821149,2681,"shrub-tree",5.443687,8.843362,8.164807,1.14695893923668,67.9433885695262,4.66514140037666,-0.0508248697784956
79.2,138.7,"COFL",2929,7.5,1,7.4,1,-0.0125,1,"sap",6,1,0,506.7782,0,12100.34,0,19821.82,0,36685.8,17.4903,"am",4.87,2.92,1.1,3.821149,2681,"shrub-tree",6.206264,11.15427,7.868657,0.686516386550574,85.9678595976162,5.74906580826281,0.0146874431743813
79.2,198.7,"CACR",3079,5.4,1,2.7,1,-0.3375,1,"sap",7,1,0,4304.343,0,15652.09,0,20416.33,0,34712.8,29.53047,"ecm",4.58,2.02,2.3,3.496869,543,"shrub-tree",5.648287,9.469987,8.069122,0.854273415612204,73.4852794127483,4.9001795367396,-0.0309380801928389
79.2,202.9,"CACR",3080,6.4,1,8.3,1,0.2375,1,"sap",9,2,0,7612.998,0,12958.91,0,24312.57,0,36732.43,30.71305,"ecm",4.58,2.02,2.3,3.496869,543,"shrub-tree",5.569981,9.308245,8.092649,0.915692241737111,71.3428145464824,4.8377481822182,-0.0376388640693559
79.2,227.6,"ACRU",3176,2.7,1,3.4,1,0.0875,1,"sap",2,4,0,1132.607,0,8035.99,0,20830.42,174.3662,41633.69,36.03274,"am",3.44,1.84,3.08,3.795745,1927,"tree",5.299941,8.353682,8.25513,1.51416023361447,64.0350707175774,4.474680706416,-0.0684297377298593
79.3,84.8,"OXAR",2807,3.5,1,4.9,1,0.175,1,"sap",0,7,0,891.9688,0,6098.185,232.3522,16336.68,775.6042,37899.56,25.2584,"eric",2.7,3,1.12,5.112033,482,"shrub-tree",6.341697,12.38499,7.909609,0.357053859230033,89.5417597610975,6.31191599984422,0.0278923605210956
79.3,106.6,"ACRU",2848,6.7,1,6.7,1,0,1,"sap",0,0,0,3378.422,0,16409.08,0,28261.63,0,47852.05,22.41918,"am",3.44,1.84,3.08,3.795745,1927,"tree",6.442691,12.01755,7.867368,0.47961533673841,90.9907866801923,6.11836661704092,0.0362521229347291
79.4,125.9,"COFL",2894,2.8,1,3.5,1,0.0875,1,"sap",5,1,0,126.6769,0,14723.03,0,26638.77,0,43619.91,17.98186,"am",4.87,2.92,1.1,3.821149,2681,"shrub-tree",6.443383,11.51505,7.857986,0.635947991863538,90.4990442256209,5.90857380484779,0.0353576780360633
79.4,194.8,"CACR",3081,4.5,1,6.2,1,0.2125,1,"sap",4,3,0,4327.882,0,10046.12,0,25162.74,0,37782.98,28.90196,"ecm",4.58,2.02,2.3,3.496869,543,"shrub-tree",5.713146,9.610354,8.046579,0.813457081164504,75.2125662941946,4.95991992122881,-0.025940420631072
79.4,205.8,"CACR",3082,3,1,3.2,1,0.025,1,"sap",10,2,0,3399.784,0,12792.08,0,23932.43,0,39314.46,32.16479,"ecm",4.58,2.02,2.3,3.496869,543,"shrub-tree",5.506766,9.189853,8.107766,0.970185837645369,69.5805901688542,4.79634154329081,-0.0435735371036797
79.6,84.5,"CAOV",2809,11.7,1,NA,2,NA,0,"sap",0,7,0,891.9688,0,6098.185,0,19747.96,0,39083.45,25.24774,"ecm",3.4,3,1.38,2.205929,624,"tree",6.338801,12.38542,7.908617,0.377790239158478,89.4986494833241,6.31809713557327,0.0275095589648503
79.8,36.6,"COFL",2689,2,1,NA,2,NA,0,"seed",0,0,37.39281,2551.311,63.1303,13020.27,172.6619,28104.78,472.2206,48134.98,29.32185,"am",4.87,2.92,1.1,3.821149,2681,"shrub-tree",6.017962,12.36567,8.120186,1.03419407135093,81.593074247324,6.54504068904471,0.00255482680242371
79.8,98.8,"ACRU",2850,2,1,2.7,1,0.0875,1,"seed",0,1,0,2354.702,72.45298,12621.45,91.31039,23908.43,167.1641,43365.6,23.45698,"am",3.44,1.84,3.08,3.795745,1927,"tree",6.433898,12.18506,7.875326,0.455353405666632,90.8910774930933,6.19980364856189,0.0361887780217224
79.8,124.9,"COFL",2895,3,1,4.1,1,0.1375,1,"sap",4,3,0,126.6769,0,16653.8,0,26638.77,0,45313.08,18.45793,"am",4.87,2.92,1.1,3.821149,2681,"shrub-tree",6.451986,11.5546,7.854916,0.654648207663595,90.6887341738207,5.92509164651763,0.0361646566815258
80,152.5,"JUVI",2965,2.8,1,3.4,1,0.075,1,"sap",0,1,0,2005.067,0,8369.988,0,20581.74,0,37684.64,26.84606,"am",1.28,4.65,1.19,3.837329,659,"tree",6.055246,10.8128,7.885651,0.746949774378477,83.2091320624804,5.57580885601869,0.0074259300340377
80.1,52.5,"JUVI",3331,2.9,1,4.9,1,0.25,1,"sap",1,2,0,2793.858,0,10115.21,0,19179.16,0,46305.83,25.01464,"am",1.28,4.65,1.19,3.837329,659,"tree",6.217733,12.41312,8.030377,0.685919919178715,87.0946142178823,6.50711701285626,0.0176905159277747
80.1,122,"COFL",3475,3.6,1,4.8,1,0.15,1,"sap",4,2,0,905.9882,0,19010.26,0,26953.61,0,47059.92,19.45765,"am",4.87,2.92,1.1,3.821149,2681,"shrub-tree",6.461119,11.64269,7.852629,0.65422654773513,90.9396252173087,5.96232334400549,0.0369653662611966
80.1,227.7,"NYSY",3736,2.9,1,NA,2,NA,0,"sap",1,5,0,1132.607,0,8296.145,0,20680.85,0,40340.54,36.45963,"other",3.52,2,1.87,4.075186,403,"tree",5.315936,8.343697,8.247219,1.53611998687894,64.4791766154941,4.479686344717,-0.0671218117957531
80.2,174,"CACR",3565,2.2,1,4,1,0.225,1,"seed",0,1,0,1226.596,15.90431,11046.19,15.90431,26549.69,60.87621,43783.63,25.76569,"ecm",4.58,2.02,2.3,3.496869,543,"shrub-tree",6.10949,10.25591,7.94718,0.739155372252255,84.38579437359,5.27415740371355,0.00547249501724516
80.2,227.4,"CECA",3737,2,1,NA,3,NA,0,"seed",0,2,0,1278.817,6.605199,8553.206,13.2104,21223.32,13.2104,41616.74,36.57081,"am",3,4.05,1.31,2.754654,924,"shrub-tree",5.322807,8.352622,8.24405,1.52896359438978,64.6659846402239,4.4847507825567,-0.0665380652569818
80.3,66.6,"NYSY",3361,9,1,9.6,1,0.075,1,"sap",1,1,0,5113.115,0,10222.77,0,19654.24,0,41072.63,25.6402,"other",3.52,2,1.87,4.075186,403,"tree",6.243612,12.44509,7.965432,0.495848786210171,88.0369617137819,6.44504786755333,0.0212829120903566
80.3,206.6,"ACRU",3630,4.5,1,5,1,0.0625,1,"sap",0,12,0,3399.784,0,12792.08,0,23932.43,0,39411.35,32.85832,"am",3.44,1.84,3.08,3.795745,1927,"tree",5.49155,9.143144,8.104312,1.00693255508163,69.1315250323796,4.79194177439001,-0.0452449923556511
80.4,139.4,"COFL",3511,2.1,1,3.4,1,0.1625,1,"seed",0,0,115.5478,2197.709,215.2541,10186.62,455.2718,17987.03,783.0106,32603.97,18.0798,"am",4.87,2.92,1.1,3.821149,2681,"shrub-tree",6.221307,11.17181,7.860498,0.755658444775505,86.3573851651032,5.7538402151115,0.0161986328741748
80.4,139.4,"COFL",3512,3.1,1,3.5,1,0.05,1,"sap",4,0,0,2197.709,0,9984.987,0,17582.05,0,31928.09,18.0798,"am",4.87,2.92,1.1,3.821149,2681,"shrub-tree",6.221307,11.17181,7.860498,0.755658444775505,86.3573851651032,5.7538402151115,0.0161986328741748
80.4,205.4,"CACR",3631,2.3,1,2.8,1,0.0625,1,"seed",1,1,158.9253,3425.868,472.5505,11251.13,857.215,24563.23,1139.778,40531.68,32.1325,"ecm",4.58,2.02,2.3,3.496869,543,"shrub-tree",5.520305,9.189385,8.096285,0.987808694263564,69.9320242370182,4.81066212728007,-0.0425027055424
80.5,91.4,"ACRU",3397,2.2,1,3,6,0.1,1,"seed",0,0,0,2479.824,5.309292,9219.404,17.87566,22171.6,157.4645,41673.55,23.83733,"am",3.44,1.84,3.08,3.795745,1927,"tree",6.390899,12.30306,7.885771,0.461613958770116,90.2470212220608,6.27417292006768,0.0323273158429879
80.5,202.6,"CACR",3632,3.4,1,4.2,1,0.1,1,"sap",8,3,0,5089.796,0,13445.87,0,24312.57,0,35720.01,30.82436,"ecm",4.58,2.02,2.3,3.496869,543,"shrub-tree",5.579343,9.29822,8.079162,0.943979407336793,71.5658393577947,4.85328618718135,-0.0370900536063033
80.6,199.7,"CACR",3633,3.2,1,4.8,1,0.2,1,"sap",8,2,0,2502.318,0,15271.96,0,20685.2,0,37017.95,30.00382,"ecm",4.58,2.02,2.3,3.496869,543,"shrub-tree",5.632301,9.408778,8.062039,0.904506716677912,73.0109763062138,4.89746011988564,-0.032576291016333
80.8,85.7,"COFL",3398,2.4,1,2.8,1,0.05,1,"seed",0,0,7.068583,556.8552,53.04579,9712.414,181.5369,20358.41,265.5274,36500.88,24.66518,"am",4.87,2.92,1.1,3.821149,2681,"shrub-tree",6.346226,12.36474,7.898153,0.463554425626963,89.5926469933415,6.32435440396461,0.027929512895462
80.8,119.9,"NYSY",3476,2,1,2.1,1,0.0125,1,"seed",0,0,0,1061.772,7.547676,17344.4,7.547676,32632.19,337.6113,51513.02,20.38721,"other",3.52,2,1.87,4.075186,403,"tree",6.467864,11.71789,7.848044,0.684221284570396,91.1322378192757,5.99471358396316,0.0375524559275824
80.8,203.5,"COFL",3634,3.6,1,NA,2,NA,0,"sap",1,10,0,5347.603,126.6769,12958.91,126.6769,24185.89,126.6769,35104.42,31.2408,"am",4.87,2.92,1.1,3.821149,2681,"shrub-tree",5.563248,9.25821,8.081612,0.965925399421781,71.114252816197,4.84240519178045,-0.0385870049525767
80.9,66.4,"COFL",3362,2,1,3.2,6,0.15,1,"seed",0,0,0,5222.128,96.96526,10908.88,181.8904,20351.59,371.2656,39732.48,25.51028,"am",4.87,2.92,1.1,3.821149,2681,"shrub-tree",6.245288,12.43184,7.962983,0.538538322332566,88.0605057725851,6.45405010947028,0.0208993871493132
80.9,137.2,"COFL",3515,5.5,1,NA,2,NA,0,"sap",4,0,0,2197.709,0,10403.09,0,16799.91,0,37687.42,17.19017,"am",4.87,2.92,1.1,3.821149,2681,"shrub-tree",6.278647,11.24791,7.854329,0.777847478988313,87.3701118711836,5.78767957030253,0.0210696010638171
81,212.4,"COFL",3695,6.1,1,6.7,1,0.075,1,"sap",2,5,0,2592.764,0,9470.575,126.6769,23977.87,126.6769,42649.35,37.06693,"am",4.87,2.92,1.1,3.821149,2681,"shrub-tree",5.472451,8.900617,8.13365,1.1423260894537,68.678440154599,4.71134469675485,-0.0478079011598943
81.1,129.5,"COFL",3516,3.3,1,NA,3,NA,0,"sap",6,2,0,2427.948,0,10179.04,0,23150.21,0,43522.73,17.61945,"am",4.87,2.92,1.1,3.821149,2681,"shrub-tree",6.430566,11.46723,7.847103,0.760282608112791,90.208165166942,5.88566869165948,0.0345175517248899
81.2,50,"COFL",3332,2.1,1,3.9,1,0.225,1,"seed",2,0,20.42821,2062.22,42.7021,8905.378,277.4969,22044.45,516.2815,43463.01,25.7808,"am",4.87,2.92,1.1,3.821149,2681,"shrub-tree",6.195486,12.37231,8.037683,0.807839400847646,86.57095643322,6.53050153849131,0.0141190521150628
81.2,204.5,"CACR",3637,3.4,1,4.5,1,0.1375,1,"sap",8,3,0,5347.603,0,11283.56,0,24312.57,0,34836.99,31.79663,"ecm",4.58,2.02,2.3,3.496869,543,"shrub-tree",5.546281,9.212705,8.083793,0.992581788002446,70.6355823711168,4.83085656584358,-0.0402019073324758
81.2,208.3,"CACR",3696,2.3,1,2.6,1,0.0375,1,"seed",1,1,114.0005,3600.359,531.7774,12971.35,899.3045,21903.11,1131.861,42987.74,34.31378,"ecm",4.58,2.02,2.3,3.496869,543,"shrub-tree",5.478112,9.061621,8.106363,1.06138629942226,68.7517270942583,4.77406921927553,-0.0467514195009892
81.3,113.2,"COFL",3478,2.5,1,3.5,1,0.125,1,"seed",0,0,228.1032,2656.868,404.3937,15792.51,486.0358,31693.52,620.2918,48377.67,22.19987,"am",4.87,2.92,1.1,3.821149,2681,"shrub-tree",6.463009,11.8984,7.847827,0.666899322321094,91.262209497223,6.07467344185999,0.0365184818353203
81.4,225,"COFL",3739,6.3,1,7.8,6,0.1875,1,"sap",0,4,0,181.4584,0,10224.23,0,19627.68,0,37406.15,37.69316,"am",4.87,2.92,1.1,3.821149,2681,"shrub-tree",5.383512,8.422983,8.215199,1.48228741206105,66.3198116367347,4.52845661777521,-0.0611245141648677
81.4,234.8,"ACRU",3740,3,1,4.4,1,0.175,1,"sap",3,4,0,260.1553,174.3662,9875.699,174.3662,24354.62,174.3662,43413.46,36.16495,"am",3.44,1.84,3.08,3.795745,1927,"tree",5.215621,8.140324,8.28871,1.7906847206659,61.7830546242291,4.38664239197527,-0.076504406735907
81.5,71.8,"ACRU",3363,3.5,1,4.8,1,0.1625,1,"sap",1,4,0,4392.174,0,9379.508,0,19158.13,156.145,38464.81,25.97852,"am",3.44,1.84,3.08,3.795745,1927,"tree",6.286805,12.42076,7.938693,0.536565212992397,88.7071830342367,6.43057142090457,0.0231405601009891
81.5,85.1,"JUVI",3399,3.4,1,4.6,1,0.15,1,"sap",0,7,0,304.8052,0,9095.303,0,19577.95,0,33619.24,24.63639,"am",1.28,4.65,1.19,3.837329,659,"tree",6.341272,12.36443,7.895643,0.510503449375693,89.5156964610872,6.33807177837944,0.0272428904054937
81.5,227.3,"COFL",3741,2.3,1,4.1,1,0.225,1,"seed",0,2,31.17245,1247.644,130.1483,11485.58,436.4458,21568.68,827.6055,39612.84,37.27613,"am",4.87,2.92,1.1,3.821149,2681,"shrub-tree",5.350982,8.346893,8.230942,1.55387665854677,65.4476082704181,4.49562574894578,-0.0639867113130361
81.6,121.1,"CATO",3479,6.3,1,6.8,1,0.0625,1,"sap",0,7,0,905.9882,0,17415.53,380.1327,28610.61,1374.832,46431.26,20.46956,"ecm",2.2,3,1.26,3.308163,147,"tree",6.473703,11.70818,7.842301,0.742909322854563,91.2067250648629,5.99073006006078,0.0381827137896893
81.6,127.6,"COFL",3480,5.4,1,6.5,1,0.1375,1,"sap",5,2,0,2427.948,0,11392.95,0,26334.82,0,44226.41,18.42655,"am",4.87,2.92,1.1,3.821149,2681,"shrub-tree",6.459613,11.53481,7.842811,0.780850701050866,90.7922447219743,5.91451158649544,0.0372081834635473
81.7,205.8,"MORU",3639,2.5,1,3.1,1,0.075,1,"seed",0,3,0,3606.313,0,13940.79,0,23022.51,0,41456.66,32.66284,"am",2.34,2.88,1.57,2.919271,192,"tree",5.526581,9.153964,8.086902,1.02762471093426,70.0803995994186,4.81563118059534,-0.0421090137705361
81.8,98,"OXAR",3443,2.2,1,3,1,0.1,1,"seed",0,1,543.2521,2194.261,775.6042,10261.21,1036.121,21970.43,1358.833,41027.17,24.03831,"eric",2.7,3,1.12,5.112033,482,"shrub-tree",6.420714,12.21007,7.864119,0.587271389285,90.668823022143,6.23253209776181,0.0348827630962011
81.8,201.1,"CACR",3641,4.2,1,5,1,0.1,1,"sap",8,3,0,2327.952,0,13427.28,0,20960.37,0,35937.95,30.56003,"ecm",4.58,2.02,2.3,3.496869,543,"shrub-tree",5.613145,9.336896,8.059099,0.955680244828055,72.4583239014715,4.8869385482501,-0.0343630360128183
81.9,209.5,"CACR",3697,4,1,5.2,1,0.15,1,"sap",8,3,0,3545.052,0,9885.296,0,23516.54,0,43103.41,35.47365,"ecm",4.58,2.02,2.3,3.496869,543,"shrub-tree",5.488944,9.004062,8.107339,1.10248889856245,69.0672643537285,4.76192941346881,-0.0458714404876545
82,146.7,"COFL",3543,2,1,2.8,1,0.1,1,"seed",1,0,0,1564.144,201.0933,8145.985,396.791,20087.67,636.3532,40654.92,24.5529,"am",4.87,2.92,1.1,3.821149,2681,"shrub-tree",6.151852,11.019,7.8591,0.847806855779813,85.2555924436563,5.67624352413262,0.0122771319370664
82.2,51.7,"COFL",3334,2,1,2.7,1,0.0875,1,"seed",3,0,20.42821,2169.592,87.84678,9271.814,257.0687,21980.77,558.2846,44475.38,25.41925,"am",4.87,2.92,1.1,3.821149,2681,"shrub-tree",6.213587,12.35125,8.023986,0.839259223594346,86.9397625585709,6.53785723354549,0.0152322313426237
82.2,51.8,"COFL",3335,2.5,1,3.2,1,0.0875,1,"seed",3,0,27.49679,2169.592,87.84678,9271.814,257.0687,22050.99,558.2846,44481.1,25.38977,"am",4.87,2.92,1.1,3.821149,2681,"shrub-tree",6.21445,12.3517,8.023473,0.837336485999001,86.9599369853034,6.53749848187657,0.0153263417303225
82.2,196.4,"COFL",3642,6.4,1,NA,2,NA,0,"sap",0,8,0,2356.524,0,15014.15,126.6769,22220.57,126.6769,41599.55,29.72148,"am",4.87,2.92,1.1,3.821149,2681,"shrub-tree",5.688662,9.510274,8.030214,0.908099369263707,74.463909516487,4.9610080304476,-0.0284595521078719
82.3,102.8,"CECA",3445,2.3,1,3.1,1,0.1,1,"seed",0,0,0,3883.535,0,12996.67,39.59978,28313.14,139.0626,45891.88,24.14943,"am",3,4.05,1.31,2.754654,924,"shrub-tree",6.422643,12.13315,7.852942,0.653705448136091,90.6730306534855,6.19346497958776,0.0347304309313858
82.4,170.9,"ACRU",3566,2.1,1,2.7,1,0.075,1,"seed",0,0,5.309292,2198.07,135.0099,12088.36,840.219,26246.2,1332.899,41772.22,25.6584,"am",3.44,1.84,3.08,3.795745,1927,"tree",6.115144,10.34915,7.918021,0.822350805797128,84.5042539899255,5.34139791644266,0.00791734805774818
82.4,181.2,"OXAR",3598,2.4,1,3.1,1,0.0875,1,"seed",0,0,0,2270.083,309.7139,9955.149,816.335,23074.06,1237.513,41697.13,27.24637,"eric",2.7,3,1.12,5.112033,482,"shrub-tree",6.006408,10.03505,7.957112,0.822701458658799,81.926515451785,5.19002509579692,-0.00455888389753324
82.4,230.7,"OXAR",3742,9.9,1,NA,3,NA,0,"sap",0,5,0,468.8277,938.3387,7501.055,938.3387,21056.71,1466.7,37071.94,37.1432,"eric",2.7,3,1.12,5.112033,482,"shrub-tree",5.314069,8.240995,8.247684,1.67958018524034,64.4658750804791,4.45270713965401,-0.0673346284253725
82.5,153.3,"COFL",3544,3.6,1,NA,3,NA,0,"sap",0,1,0,3389.881,0,7303.59,0,22350.26,0,39809.3,27.075,"am",4.87,2.92,1.1,3.821149,2681,"shrub-tree",6.114374,10.84876,7.868027,0.864708994513642,84.455877916019,5.59216595880498,0.0130099758489683
82.5,223.4,"NYSY",3698,2.6,1,3.5,6,0.1125,1,"sap",1,2,0,585.3494,0,9514.046,0,20004.37,0,38713.25,38.60701,"other",3.52,2,1.87,4.075186,403,"tree",5.425961,8.46925,8.193504,1.46020396226919,67.4884131898095,4.56015993796058,-0.0564957147535738
82.6,53.5,"COFL",3336,2.2,1,3.4,1,0.15,1,"seed",2,0,27.49679,2177.139,87.84678,9323.022,257.0687,24777.53,519.855,43220.77,25.03269,"am",4.87,2.92,1.1,3.821149,2681,"shrub-tree",6.228896,12.34809,8.012892,0.831480699191445,87.2839706714858,6.5364939122328,0.0165431881721955
82.6,136.5,"COFL",3517,5,1,6.5,1,0.1875,1,"sap",5,0,0,2595.317,0,9394.328,0,17091.49,0,38257.86,17.45624,"am",4.87,2.92,1.1,3.821149,2681,"shrub-tree",6.331334,11.32176,7.841256,0.870815742213636,88.3854580477247,5.8162248039861,0.0258549786872543
82.6,136.6,"COFL",3518,5.1,1,6.5,1,0.175,1,"sap",5,0,0,2595.317,0,9394.328,0,17091.49,0,38386.54,17.4787,"am",4.87,2.92,1.1,3.821149,2681,"shrub-tree",6.329498,11.31897,7.84135,0.871027338241548,88.3535805751262,5.81495301675525,0.0256960723325346
82.6,205.7,"CACR",3643,2.4,1,2.9,6,0.0625,1,"seed",2,1,142.589,3436.046,524.8659,11634.13,962.1049,25247.73,1198.604,38842.6,32.8187,"ecm",4.58,2.02,2.3,3.496869,543,"shrub-tree",5.542828,9.145627,8.078258,1.04894907118334,70.5166934063878,4.82474618856208,-0.0406605489346241
82.7,28.5,"FAGR",3259,6.6,1,9.1,1,0.3125,1,"sap",0,0,143.1388,0,429.6599,18799.23,613.5138,28761.13,613.5138,41602.21,28.72753,"ecm",4.75,1.5,1.5,4.154795,146,"tree",5.901655,12.26101,8.159278,1.4373227960694,78.2073709906007,6.59176712897206,-0.0102317720613533
82.7,231.5,"MORU",3743,3.4,1,NA,3,NA,0,"sap",1,5,0,468.8277,0,7854.044,0,23418.34,0,41030.39,37.18104,"am",2.34,2.88,1.57,2.919271,192,"tree",5.306925,8.218102,8.250886,1.71155290572442,64.2771399330753,4.44325007845267,-0.0680436855102834
82.9,87.3,"CECA",3400,5.5,1,6.4,1,0.1125,1,"sap",2,5,0,1601.309,0,7977.619,0,21744.93,0,38580.41,24.01074,"am",3,4.05,1.31,2.754654,924,"shrub-tree",6.352645,12.33663,7.881489,0.609956009319649,89.6525529982173,6.338811052707,0.0282453801661311
82.9,117.9,"COFL",3481,10.8,1,11.2,6,0.05,1,"sap",1,1,0,6465.225,0,12639.57,0,31638.09,0,48564.88,21.98906,"am",4.87,2.92,1.1,3.821149,2681,"shrub-tree",6.47699,11.82303,7.834423,0.802892779983434,91.3682827247068,6.04275261084441,0.0383618110078639
82.9,227.5,"ACRU",3744,2,1,NA,3,NA,0,"seed",0,2,5.725553,3239.673,55.40199,8853.684,263.1791,16950.69,329.3489,40283.2,38.01215,"am",3.44,1.84,3.08,3.795745,1927,"tree",5.377999,8.332349,8.219217,1.59094677227653,66.2031911330131,4.50294873461214,-0.0613252144520761
83,153.5,"COFL",3546,2.1,1,4.2,1,0.2625,1,"seed",0,0,10.17876,3396.038,87.15563,7452.887,206.8739,22777.57,402.1003,40457.95,27.17933,"am",4.87,2.92,1.1,3.821149,2681,"shrub-tree",6.125958,10.85507,7.864641,0.887608610240023,84.6905714165899,5.5948792210329,0.0140451261223102
83,202.7,"CACR",3644,2.7,1,3.3,6,0.075,1,"sap",10,3,0,5348.161,0,13427.28,0,20714.31,0,36113.99,31.31747,"ecm",4.58,2.02,2.3,3.496869,543,"shrub-tree",5.596672,9.258427,8.057452,1.01094588043556,71.9840510254797,4.87329697322733,-0.0358497984207054
83.1,111.4,"COFL",3446,2.7,1,NA,3,NA,0,"sap",1,1,0,4644.201,0,14803.37,0,31915.14,0,48062.03,23.44158,"am",4.87,2.92,1.1,3.821149,2681,"shrub-tree",6.455716,11.97578,7.837436,0.769561138836297,91.1677984406664,6.11607570447051,0.0361956886779155
83.2,56.6,"COFL",3337,3,1,4.7,1,0.2125,1,"sap",0,2,0,2522.353,0,6312.292,0,24574.08,126.6769,42506.24,24.6808,"am",4.87,2.92,1.1,3.821149,2681,"shrub-tree",6.247708,12.34561,7.994684,0.8170993311501,87.7399776996862,6.53196163665694,0.0181040928536147
83.2,128.9,"COFL",3519,2.1,1,NA,3,NA,0,"seed",1,0,85.3178,2442.47,279.7196,13324.43,650.9851,23500.36,955.2955,44029.64,18.75073,"am",4.87,2.92,1.1,3.821149,2681,"shrub-tree",6.462153,11.54984,7.832049,0.881241065349413,90.8218128102106,5.91779738416274,0.0376373408440725
83.2,183.5,"JUVI",3599,3.1,1,3.8,1,0.0875,1,"sap",0,2,0,2381.72,0,6527.884,0,19252.05,0,45713.37,27.92754,"am",1.28,4.65,1.19,3.837329,659,"tree",5.952438,9.956029,7.960163,0.854228366151193,80.6622454627089,5.16354433066535,-0.00900735930930381
83.3,143.6,"ACRU",3520,2.3,1,3.3,1,0.125,1,"seed",0,1,0,1951.699,0,7739.463,1505.066,20890.23,1505.066,37557.85,22.3709,"am",3.44,1.84,3.08,3.795745,1927,"tree",6.227326,11.14456,7.844588,0.914825738461531,86.6955096063303,5.73212464421924,0.0176535755015993
